original.names,new.name,short.name,description,original.variables,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,suspected.but.untestable.dependencies,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.variable.conditioned,first.priority.variable.if.merged,second.priority.variable.if.merged,third.priority.variable.if.merged,fourth.priority.variable.if.merged,recode.operation.Rcode,original.levels,new.levels,recode.pattern,domain
PHOIBLE_BAF_velarNasals_presence&WALS_9A The Velar Nasal,rec_dmca+WALS_9A+PHOIBLE_BAF_velarNasals_presence_1,TLI1075,"Is a velar nasal present, if nasal consonants are present?",FALSE,TRUE,TRUE,D-DECOMP-64,,,,,recode group 8 (merge variables - simple recode - simple conditioning),if nasals not absent,rec_dma+WALS_18A+PHOIBLE_BAF_nasals_presence_3 != FALSE,PHOIBLE_BAF_velarNasals_presence,WALS_9A The Velar Nasal,,,,1 Initial velar nasal;2 No initial velar nasal;3 No velar nasal;4 FALSE;5 TRUE;6 ?,FALSE;TRUE;?,3/4-1/2/5-6,Phonology
WALS_33A Coding of Nominal Plurality&autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerPosition,rec_dmcca+WALS_33A+autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerPosition_2,TLI1076,"Is the nominal plural marker prefixal or suffixal, if nominal plural marking is present and concatenative?",FALSE,TRUE,TRUE,D-DECOMP-45,D-POV-031;D-POV-053;S-CASPLU-01,S-CASPLU-01,,prefixing/suffixing,recode group 9 (merge variables - simple recode - multiple conditioning),if nominal plurality (WALS definition) not absent and concatenative,rec_ma+WALS_33A+WALS_34A != FALSE & rec_dmca+WALS_33A+autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerFusion_1 == concatenative,WALS_33A Coding of Nominal Plurality,autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerPosition,,,,1 Plural prefix;2 Plural suffix;3 Plural stem change;4 Plural tone;5 Plural complete reduplication;6 Mixed morphological plural;7 Plural word;8 Plural clitic;9 No plural;10 post;11 prae;12 in/post;13 simul;14 in;15 prae/circum;16 prae/post/circum;17 ?,prefix;suffix;NA;?,1/11/15-2/10/12-3/4/5/7/9/13/14-6/8/16/17,Morphosyntax
autotyp_AlignmentForDefaultPredicatesPerLanguage_DominantAlignment2ForCase,rec_e_autotyp_AlignmentForDefaultPredicatesPerLanguage_DominantAlignment2ForCase,TLI1077,What is the dominant alignment for SAP for case?,FALSE,TRUE,TRUE,D-EXMIX-30,D-POV-075;D-POV-079;D-POV-070;D-POV-071,,,alignment,recode group 1 (simple recode),none,,,,,,,1 S=Atr=P;2 S=Atr≠P;3 mixed;4 S=P≠Atr;5 S≠Atr≠P;6 ?,S=Atr=P;S=Atr≠P;S=P≠Atr;S≠Atr≠P;?,1-2-4-5-3/6,Morphosyntax
autotyp_AlignmentForDefaultPredicatesPerLanguage_DominantAlignmentPTGForCase,rec_e_autotyp_AlignmentForDefaultPredicatesPerLanguage_DominantAlignmentPTGForCase,TLI1078,What is the dominant alignment for PTG for case?,FALSE,TRUE,TRUE,D-EXMIX-30,D-POV-075;S-ALIGN-11;S-ALIGN-12;S-ALIGN-13,,S-ALIGN-11;S-ALIGN-12;S-ALIGN-13,alignment,recode group 1 (simple recode),none,,,,,,,1 P=T=G;2 P=T≠G;3 mixed;4 T≠P≠G;5 P=G≠T;6 T≠P=G;7 G≠P=T;8 ?,P=T=G;P=T≠G;T≠P≠G;T≠P=G;?,1-2/7-4-5/6-3/8,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFormativeFlexivity,rec_e_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFormativeFlexivity,TLI1079,"Is there flexivity of the case marker and if so, what type of flexivity?",FALSE,TRUE,TRUE,D-EXMIX-08,D-POV-057,,,,recode group 1 (simple recode),if case (according to implicit autotyp definition in GrammaticalMarkersPerLanguage) present,,,,,,,1 cat-based;2 lex-based;3 none;4 both;5 ?,cat-based;lex-based;none;?,1-2-3-4/5,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFormativeFlexivity,rec_e_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFormativeFlexivity,TLI1080,"Is there flexivity of the negation marker and if so, what type of flexivity?",FALSE,TRUE,TRUE,D-EXMIX-08,D-POV-057;S-MOR-33-O;S-MOR-33-C,,,,recode group 1 (simple recode),none,,,,,,,1 cat-based;2 lex-based;3 none;4 both;5 ?,cat-based;lex-based;none;?,1-2-3-4/5,Morphosyntax
WALS_105A Ditransitive Constructions: The Verb 'Give',rec_e_WALS_105A,TLI1081,"Are double, indirect or secondary object constructions used for the verb ""give""?",FALSE,TRUE,TRUE,D-EXMIX-03,S-ALIGN-11;S-ALIGN-12;S-ALIGN-13,,S-ALIGN-11;S-ALIGN-12;S-ALIGN-13,alignment,recode group 1 (simple recode),none,,,,,,,1 Double-object construction;2 Indirect-object construction;3 Secondary-object construction;4 Mixed;5 ?,Double-object construction;Indirect-object construction;Secondary-object construction;?,1-2-3-4/5,Morphosyntax
WALS_132A Number of Non-Derived Basic Colour Categories,rec_e_WALS_132A,TLI1082,How many non-derived basic colour terms are there?,FALSE,TRUE,TRUE,D-EXMIX-02,D-POV-010;S-LEX-01,S-LEX-01,,,recode group 1 (simple recode),none,,,,,,,1 3;2 3.5;3 4;4 4.5;5 5;6 5.5;7 6;8 ?,3;4;5;6;?,1-3-5-7-2/4/6/8,Lexicon
WALS_142A Para-Linguistic Usages of Clicks,rec_e_WALS_142A,TLI1083,Are clicks used para-linguistically for logical or affective meanings?,FALSE,TRUE,TRUE,D-EXMIX-01,,,,,recode group 1 (simple recode),if logical or affective use of clicks present (implicit only),,,,,,,1 Logical meanings;2 Affective meanings;3 Other or none;4 ?,logical meanings;affective meanings;?,1-2-3/4,Other
WALS_46A Indefinite Pronouns,rec_e_WALS_46A,TLI1084,Are indefinite pronouns related to other interrogatives or generic nouns?,FALSE,TRUE,TRUE,D-EXMIX-06,,,,,recode group 1 (simple recode),none,,,,,,,1 Mixed;2 Existential construction;3 Generic-noun-based;4 Interrogative-based;5 Special;6 ?,Existential construction;Generic-noun-based;Interrogative-based;Dedicated;?,2-3-4-5-1/6,Morphosyntax
WALS_86A Order of Genitive and Noun,rec_e_WALS_86A,TLI1085,What is the basic order of the genitive and noun?,FALSE,TRUE,TRUE,D-EXMIX-10,S-WOO-23a;S-WOO-23b,,,word order,recode group 1 (simple recode),none,,,,,,,1 Genitive-Noun;2 Noun-Genitive;3 No dominant order;4 ?,genitive-noun;noun-genitive;?,1-2-3/4,Morphosyntax
WALS_87A Order of Adjective and Noun,rec_e_WALS_87A,TLI1086,What is the basic order of the adjective and noun?,FALSE,TRUE,FALSE,D-EXMIX-11;S-WOO-05;S-WOO-07,S-WOO-08;S-WOO-09;S-WOO-14;D-POV-039,,,,recode group 1 (simple recode),none,,,,,,,1 Adjective-Noun;2 Noun-Adjective;3 No dominant order;4 Only internally-headed relative clauses;5 ?,adjective-noun;noun-adjective;?,1-2-3/4/5,Morphosyntax
WALS_91A Order of Degree Word and Adjective,rec_e_WALS_91A,TLI1087,What is the basic order of the degree word and adjective?,FALSE,TRUE,TRUE,D-EXMIX-15,S-WOO-14;S-WOO-24a;S-WOO-24b,,,word order,recode group 1 (simple recode),none,,,,,,,1 Degree word-Adjective;2 Adjective-Degree word;3 No dominant order;4 ?,Degree word-Adjective;Adjective-Degree word;?,1-2-3/4,Morphosyntax
WALS_93A Position of Interrogative Phrases in Content Questions,rec_e_WALS_93A,TLI1088,Is the position of interrogative phrases in content questions initial or not?,FALSE,TRUE,TRUE,D-EXMIX-17,,,,word order,recode group 1 (simple recode),none,,,,,,,1 Initial interrogative phrase;2 Not initial interrogative phrase;3 Mixed;4 ?,initial;not initial;?,1-2-3/4,Morphosyntax
WALS_78A Coding of Evidentiality,rec_ecC_WALS_78A,TLI1089,"How is evidentiality expressed, if evidentiality is present and if morphological tense-aspect inflection is present?",FALSE,FALSE,TRUE,S-TAME-28,S-TAME-18-C,,S-TAME-18-C,,recode group 12 (simple recode - multiple conditioning),if evidentiality present and if morphological tense-aspect inflection present,rec_da_WALS_77A_1 == TRUE & rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE,,,,,,1 No grammatical evidentials;2 Verbal affix or clitic;3 Part of the tense system;4 Separate particle;5 Modal morpheme;6 Mixed;7 ?,verbal affix or clitic;part of the tense system;separate particle;modal morpheme;NA;?,2-3-4-5-1-6/7,Morphosyntax
PHOIBLE_BAF_nasalizedVowels_presence&WALS_10A Vowel Nasalization,rec_m+WALS_10A+PHOIBLE_BAF_nasalizedVowels_presence,TLI1090,Are nasalized vowels present?,FALSE,TRUE,TRUE,D-ENWAPH-11,,,,,recode group 2 (merge variables - simple recode),none,,PHOIBLE_BAF_nasalizedVowels_presence,WALS_10A Vowel Nasalization,,,,1 Contrast present;2 Contrast absent;3 FALSE;4 TRUE;5 ?,FALSE;TRUE;?,2/3-1/4-5,Phonology
"autotyp_ClauseWordOrder_WordOrderAPVBasicLex&autotyp_ClauseWordOrder_WordOrderAPVLexFlexible&WALS_81A Order of Subject, Object and Verb",rec_ma+autotyp_ClauseWordOrder_WordOrderAPVBasicLex+autotyp_ClauseWordOrder_WordOrderAPVLexFlexible+WALS_81A,TLI1091,"What is the basic word order between S, V and O (including free word order)?",FALSE,TRUE,TRUE,D-ENWAAU-05,S-WOO-01;S-WOO-02;S-WOO-03;S-WOO-08;S-WOO-10;S-WOO-15;S-WOO-16;S-WOO-17;D-WALSMOD-12;D-POV-034;D-POV-037;D-POV-039;D-POV-040;D-POV-041;S-WOOAG-01a;S-WOOAG-01b;S-WOOAG-02a;S-WOOAG-02b;S-WOOAG-03a;S-WOOAG-03b;S-WOO-20a;S-WOO-20b;S-WOO-30;S-WOO-18-O;S-WOO-18-C,,S-WOO-18-C,word order,recode group 2 (merge variables - simple recode),none,,"WALS_81A Order of Subject, Object and Verb",autotyp_ClauseWordOrder_WordOrderAPVBasicLex,autotyp_ClauseWordOrder_WordOrderAPVLexFlexible,,,1 AOV;2 AVO;3 VAO;4 OAV;5 free;6 V-2;7 Vxx;8 VOA;9 xxV;10 OVA;11 No dominant order;12 OSV;13 OVS;14 SOV;15 SVO;16 VOS;17 VSO;18 rigid;19 flexible;20 free;21 ?,sov;svo;osv;ovs;vso;vos;word order free;?,1/14-2/15-4/12-10/13-3/17-8/16-5/11/20-6/7/9/18/19/21,Morphosyntax
autotyp_Clusivity_HasClusivity&WALS_39A Inclusive/Exclusive Distinction in Independent Pronouns&WALS_40A Inclusive/Exclusive Distinction in Verbal Inflection,rec_ma+autotyp_Clusivity_HasClusivity+WALS_39A+WALS_40A,TLI1092,Is there clusivity in pronouns or verbal inflection?,FALSE,TRUE,TRUE,D-ENWAAU-08,D-AUTOTYPMOD-08,,,,recode group 2 (merge variables - simple recode),none,,autotyp_Clusivity_HasClusivity,WALS_39A Inclusive/Exclusive Distinction in Independent Pronouns,WALS_40A Inclusive/Exclusive Distinction in Verbal Inflection,,,1 false;2 true;3 No 'we';4 'We' the same as 'I';5 No inclusive/exclusive;6 Only inclusive;7 Inclusive/exclusive;8 No person marking;9 ?,FALSE;TRUE;NA;?,1/4/5-2/6/7-3/8-9,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryEvidential&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryEvidential+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE,TLI1093,Is there any evidential marking on the fully inflected verb?,FALSE,TRUE,TRUE,D-ENAUAU-03,S-TAME-17;S-TAME-18-O;S-TAME-18-C;D-POV-064,,S-TAME-18-C,isolating/affixing,recode group 3 (merge variables - recode via logical arguments),none,,,,,,"1 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryEvidential` == ""false"" &  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE` == ""false"";2 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryEvidential` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE` == ""true"";3 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryEvidential` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE` == ""?""",,FALSE;TRUE;?,1-2-3,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice,TLI1094,Is there valency marking on the fully inflected verb?,FALSE,TRUE,TRUE,D-ENAUAU-07,D-POV-064;D-AUTOTYPMOD-18,,,isolating/affixing,recode group 3 (merge variables - recode via logical arguments),none,,,,,,"1 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice` == ""false"" ;2 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion` == ""true"" |  `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice` == ""true"";3 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice` == ""?""",,FALSE;TRUE;?,1-2-3,Morphosyntax
autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME&autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM,rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM,TLI1095,Is there any mood marking on the fully inflected verb?,FALSE,TRUE,FALSE,D-ENAUAU-06;S-TAME-06a,D-AUTOTYPMOD-09;S-TAME-05-O;S-TAME-15-O;S-MOR-08-O;S-VIC-13-O;D-AUTOTYPMOD-20;D-AUTOTYPMOD-21;D-AUTOTYPMOD-22;D-POV-064;S-TAME-25-O;S-CPL-2;S-TAME-30-O,,,,recode group 3 (merge variables - recode via logical arguments),none,,,,,,"1 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""false"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM` == ""false"";2 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""true"" | `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM` == ""true"" ;3 `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryME` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMood` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMSE` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME` == ""?"" & `autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM` == ""?""",,FALSE;TRUE;?,1-2-3,Morphosyntax
