"modification.type","modification.ID","design.decision","expectation.tested","motivation.for.test","source","suspected.tendency.confirmed?","requires.statistically.motivated.action","logging.in.known.remaining.dependencies","relative.overlap.vsmall.in.vlarge.sufficient","sufficient.samples.applicable.for.test","passes.bell.test","passes.cohens.d","resulting.modification","relevant.variables","resulting.added.variables","is.added.variable.kept","resulting.removed.variables","variable.1.for.test","variable.2.for.test","test","v1.equals.for.test","v1.unequals.for.test","v2.equals.for.test","v2.unequals.for.test","nr.lgs.v1","nr.lgs.v2","absolute.overlap.v1.v2","relative.overlap.vsmall.in.vlarge","relative.overlap.vlarge.in.vsmall","samples.disregarded.insufficient.lgs.applicable","samples.assessed","mean.d1.across.tested.samples","sd.d1.across.tested.samples","mean.plus.sd.d1.across.tested.samples","mean.d2.across.tested.samples","sd.d2.across.tested.samples","mean.plus.sd.d2.across.tested.samples","mean.baseline.1","mean.baseline.2","d1.baseline1.cohensd","d2.baseline2.cohensd","maximum.sum","minimum.cohensd","minimum.sum","maximum.cohensd"
"statistical","S-SAP-11",NA,"IF variations in marking strategies of core participants based on TAM distinctions, THEN morphological TAM-marking","For variation strategies to vary on account of TAM distinctions, TAM distinctions need to exist, of which morphological TAM-marking is the best proxy for",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB095, GB777drm","GB095C","yes","GB095","GB095","GB777drm","THEN","1","0","1","0",2040,2232,1927,0.944607843137255,0.863351254480287,500,500,0,0,0,NA,NA,NA,0.06,NA,3.7,NA,0,3.7,0,3.7
"statistical","S-SAP-12-C",NA,"IF variations in marking strategies of core participants based on verb classes, THEN SAP-indexing via affixes (if morphological TAM present)",NA,NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB096, GB625mC","GB096C","yes","GB096","GB096","GB625mC","THEN","1","0","1","0",2045,1889,1651,0.874007411328745,0.807334963325183,500,500,0.04,0.05,0.09,NA,NA,NA,0.13,NA,1.7,NA,0.09,1.7,0.09,1.7
"statistical","S-SAP-12-O",NA,"IF variations in marking strategies of core participants based on verb classes, THEN SAP-indexing via affixes","Changes in position we assume are rare, while changes by morphological marking are driving the variations based on verb class distinctions. We therefore assume variations in marking are typically associated with SAP marking",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","NA","GB096, GB625m","NA","NA","NA","GB096","GB625m","THEN","1","0","1","0",2045,2350,2028,0.991687041564792,0.862978723404255,500,500,0.06,0.05,0.11,NA,NA,NA,0.16,NA,2,NA,0.11,2,0.11,2
"statistical","S-SAP-13-C",NA,"IF variations in marking strategies of core participants based on person distinctions, THEN SAP-indexing via affixes (if morphological TAM present)",NA,NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB098, GB625mC","GB098C","yes","GB098","GB098","GB625mC","THEN","1","0","1","0",2057,1889,1659,0.878242456326098,0.8065143412737,500,500,0.02,0.03,0.05,NA,NA,NA,0.13,NA,3,NA,0.05,3,0.05,3
"statistical","S-SAP-13-O",NA,"IF variations in marking strategies of core participants based on person distinctions, THEN SAP-indexing via affixes","Changes in position we assume are rare, while changes by morphological marking are driving the variations based on person distinctions. We therefore assume variations in marking are typically associated with SAP marking",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","NA","GB098, GB625m","NA","NA","NA","GB098","GB625m","THEN","1","0","1","0",2057,2350,2038,0.990763247447739,0.867234042553191,500,500,0.06,0.04,0.1,NA,NA,NA,0.16,NA,2.6,NA,0.1,2.6,0.1,2.6
"statistical","S-SAP-14-C",NA,"IF inverse morphologically marked on verb, THEN SAP-indexing on verb (if morphological TAM present)",NA,NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB149, GB625mC","GB149C","yes","GB149","GB149","GB625mC","THEN","1","0","1","0",1963,1889,1572,0.832186341979884,0.800815078960774,500,500,0,0.03,0.03,NA,NA,NA,0.13,NA,3.5,NA,0.03,3.5,0.03,3.5
"statistical","S-SAP-14-O",NA,"IF inverse morphologically marked on verb, THEN SAP-indexing on verb","Inverse markers are typically used in tandem with SAP indexing and markers would typically not be analysed as inverse without person markers.",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB149, GB625m","NA","NA","NA","GB149","GB625m","THEN","1","0","1","0",1963,2350,1940,0.988283239938869,0.825531914893617,500,500,0,0.03,0.03,NA,NA,NA,0.16,NA,4.2,NA,0.03,4.2,0.03,4.2
"statistical","S-SAP-15",NA,"IF morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states, THEN S-indexing on verb","Marking of controlled and uncontrolled events is related to indexing of a split-S system, which is almost always linked to S indexing on the verb (see S-SAP-16)",NA,"no","no","no","yes","yes","yes","no","NA","GB146, GB620drmc","NA","NA","NA","GB146","GB620drmc","THEN","1","0","1","0",1368,1711,980,0.716374269005848,0.572764465225015,500,500,0.04,0.03,0.07,NA,NA,NA,0.04,NA,0,NA,0.07,0,0.07,0
"statistical","S-SAP-16",NA,"IF there is switch reference, THEN S-indexing on the verb","Switch reference systems are typically on the verb and distinguish subjects, so we expect S-indexing on the verb as well.",NA,"no","no","no","yes","yes","yes","no","NA","GB151, GB620drmc","NA","NA","NA","GB151","GB620drmc","THEN","1","0","1","0",1788,1711,1279,0.747516072472239,0.715324384787472,500,500,0.02,0.03,0.06,NA,NA,NA,0.04,NA,0.6,NA,0.06,0.6,0.06,0.6
"statistical","S-SAP-17",NA,"IF there is verb suppletion for tense or aspect, THEN morphological TAM marking on the verb","Suppletion for tense or aspect usually correlate with a productive category of verbal TAM, which implies marking on the verb.",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB110c, GB777drm","GB110cC","yes","GB110c","GB110c","GB777drm","THEN","1","0","1","0",1799,2232,1712,0.951639799888827,0.767025089605735,500,500,0.02,0.03,0.05,NA,NA,NA,0.06,NA,1.5,NA,0.05,1.5,0.05,1.5
"statistical","S-SAP-18-C",NA,"IF there is switch reference, THEN pro-drop (conditioned on SAP)",NA,NA,"no","no","no","yes","yes","yes","no","NA","GB151, GB522C","NA","NA","NA","GB151","GB522C","THEN","1","0","1","0",1788,982,772,0.786150712830957,0.431767337807606,508,492,0.1,0.09,0.19,NA,NA,NA,0.15,NA,0.6,NA,0.19,0.6,0.19,0.6
"statistical","S-SAP-18-O",NA,"IF there is switch reference, THEN pro-drop","Switch reference encodes the presence of a different subject than the previous clause; we expect this to co-occur with the absence of an overt NP referring to the argument (in which case the change in reference would be obvious)",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","yes","no","NA","GB151, GB522","NA","NA","NA","GB151","GB522","THEN","1","0","1","0",1788,1535,1206,0.785667752442997,0.674496644295302,502,498,0.11,0.09,0.2,NA,NA,NA,0.21,NA,1.2,NA,0.2,1.2,0.2,1.2
"statistical","S-SUP-1-C",NA,"IF suppletion in give, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'give' is probably of the tense aspect variety",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB300, GB110cC","NA","NA","NA","GB300","GB110cC","THEN","1","0","1","0",1292,1484,941,0.728328173374613,0.634097035040431,500,500,0.57,0.15,0.72,NA,NA,NA,0.79,NA,1.6,NA,0.72,1.6,0.72,1.6
"statistical","S-SUP-2-C",NA,"IF suppletion in see, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'see' is probably of the tense aspect variety",NA,"no","no","no","yes","yes","no","no","NA","GB402, GB110cC","NA","NA","NA","GB402","GB110cC","THEN","1","0","1","0",1128,1484,831,0.736702127659574,0.559973045822102,507,493,0.52,0.25,0.77,NA,NA,NA,0.79,NA,1.1,NA,0.77,1.1,0.77,1.1
"statistical","S-SUP-3-C",NA,"IF suppletion in come, THEN tense aspect suppletion (conditioned on T/A and morphological TAM)","We expect tense aspect suppletion to drive suppletion patterns, so suppletion in 'come' is probably of the tense aspect variety",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB403, GB110cC","NA","NA","NA","GB403","GB110cC","THEN","1","0","1","0",1157,1484,854,0.738115816767502,0.575471698113208,500,500,0.46,0.13,0.58,NA,NA,NA,0.79,NA,2.8,NA,0.58,2.8,0.58,2.8
"statistical","S-TAM-1",NA,"IF direct evidence, THEN indirect evidence",NA,"wals77","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB322c, GB323c","NA","NA","NA","GB322c","GB323c","THEN","1","0","1","0",426,458,405,0.950704225352113,0.884279475982533,500,500,0.2,0.09,0.29,NA,NA,NA,0.09,NA,2,NA,0.29,2,0.29,2
"statistical","S-TAM-2",NA,"IF present tense, THEN past tense","In tense marking, the present tense is very typically the unmarked one. So if it is marked overtly, then more common tenses will be too.",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB082c, GB083c","GB082cC","yes","GB082c","GB082c","GB083c","THEN","1","0","1","0",1366,1394,1338,0.979502196193265,0.959827833572453,500,500,0.13,0.03,0.16,NA,NA,NA,0.17,NA,1.4,NA,0.16,1.4,0.16,1.4
"statistical","S-TAM-3",NA,"IF past tense, THEN future tense",NA,"velupillai2012introduction[197]","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB084c, GB083c","NA","NA","NA","GB083c","GB084c","THEN","1","0","1","0",1394,1391,1351,0.971243709561467,0.969153515064562,500,500,0.23,0.04,0.27,NA,NA,NA,0.19,NA,3.5,NA,0.27,3.5,0.27,3.5
"statistical","S-VBL-1",NA,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving agent noun from verb","Agentive derivations are more common, so we expect languages to have the more common pattern (deriving an agent) if they have the less common pattern (deriving an object)",NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB049, GB048","GB049C","yes","GB049","GB049","GB048","THEN","1","0","1","0",1584,1656,1434,0.90530303030303,0.865942028985507,500,500,0.14,0.05,0.19,NA,NA,NA,0.33,NA,4.3,NA,0.19,4.3,0.19,4.3
"statistical","S-VBL-2-C",NA,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving action noun from verb","Action derivations are more common, so we expect languages to have the more common pattern (deriving action) if they have the less common pattern (deriving an object)",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB049C, GB047","NA","NA","NA","GB049C","GB047","THEN","1","0","1","0",922,1655,819,0.888286334056399,0.494864048338369,500,500,0.18,0.06,0.24,NA,NA,NA,0.36,NA,3.2,NA,0.24,3.2,0.24,3.2
"statistical","S-VBL-2-O",NA,"IF there is a productive morphological pattern for deriving object noun from verb, THEN there is a productive morphological pattern for deriving action noun from verb","Action derivations are more common, so we expect languages to have the more common pattern (deriving action) if they have the less common pattern (deriving an object)",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","yes","yes","yes","no","yes","NA","GB049, GB047","NA","NA","NA","GB049","GB047","THEN","1","0","1","0",1584,1655,1404,0.886363636363636,0.84833836858006,500,500,0.2,0.05,0.26,NA,NA,NA,0.36,NA,3.2,NA,0.26,3.2,0.26,3.2
"statistical","S-VBL-3",NA,"action nominalization AND agent nominalization","Action and agent nominalizations are very common. Languages with nominalization may be expected to have both strategies.",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB047, GB048","NA","NA","NA","GB047","GB048","AND","1","0","1","0",1655,1656,1433,0.865861027190332,0.865338164251208,500,500,0.23,0.05,0.28,0.27,0.05,0.32,0.33,0.36,2.5,2.4,0.32,2.4,0.28,2.5
"statistical","S-VBL-4",NA,"IF 100 or less verb roots, THEN light-verb constructions","There are more than 100 event conceptualizations, and light-verb constructions create events from nouns with a light verb. We expect languages with small verb inventories to create more events using light verb constructions",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB129, GB123","NA","NA","NA","GB129","GB123","THEN","1","0","1","0",2103,1264,1159,0.916930379746835,0.551117451260105,500,500,0.13,0.16,0.29,NA,NA,NA,0.59,NA,3,NA,0.29,3,0.29,3
"statistical","S-WOO-01-C",NA,"IF noun-demonstrative (corresponding states in interaction with word order of adjective and demonstrative), THEN relative clause follows noun",NA,NA,"no","no","no","yes","yes","no","no","NA","GB995S, GB327","NA","NA","NA","GB995S","GB327","THEN","adj-noun and noun-dem, noun-adj and noun-dem","adj-noun and dem-noun, noun-adj and dem-noun","1","0",1495,1739,1204,0.805351170568562,0.69235192639448,500,500,0.22,0.07,0.28,NA,NA,NA,0.26,NA,0.9,NA,0.28,0.9,0.28,0.9
"statistical","S-WOO-01-O",NA,"IF noun-demonstrative, THEN relative clause follows noun","Relative clause following the noun is more typical, and we expect a weak preference to align modifiers on the same side of the noun",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB025ri, GB327","NA","NA","NA","GB025ri","GB327","THEN","2","1","1","0",1987,1739,1489,0.856239217941346,0.749370910920986,500,500,0.14,0.06,0.21,NA,NA,NA,0.26,NA,2.1,NA,0.21,2.1,0.21,2.1
"statistical","S-WOO-02a",NA,"pragmatically unmarked constituent order verb-initial for transitive clauses XOR pragmatically unmarked constituent order verb-medial for transitive clauses","Single word order in transitive clauses may be expected",NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB132","NA","NA","NA","GB131","GB132","XOR","1","0","1","0",2348,2325,2308,0.992688172043011,0.982964224872232,500,500,0.45,0.09,0.54,0.26,0.06,0.32,0.65,0.8,1.8,6.5,0.54,1.8,0.32,6.5
"statistical","S-WOO-02b-C",NA,"pragmatically unmarked constituent order verb-initial for transitive clauses XOR pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB133C","NA","NA","NA","GB131","GB133C","XOR","1","0","1","0",2348,1020,1015,0.995098039215686,0.432282793867121,872,128,0.47,0.14,0.61,0.07,0.02,0.1,0.17,0.79,2,15.2,0.61,2,0.1,15.2
"statistical","S-WOO-02b-O",NA,"pragmatically unmarked constituent order verb-initial for transitive clauses XOR pragmatically unmarked constituent order verb-final for transitive clauses","Single word order in transitive clauses may be expected",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","yes","yes","yes","no","no","NA","GB131, GB133","NA","NA","NA","GB131","GB133","XOR","1","0","1","0",2348,2336,2324,0.99486301369863,0.989778534923339,500,500,0.33,0.08,0.41,0.1,0.03,0.13,0.34,0.8,0.1,13,0.41,0.1,0.13,13
"statistical","S-WOO-02c-C",NA,"pragmatically unmarked constituent order verb-medial for transitive clauses XOR pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB132, GB133C","NA","NA","NA","GB132","GB133C","XOR","1","0","1","0",2325,1020,1015,0.995098039215686,0.436559139784946,563,437,0.47,0.1,0.57,0.14,0.04,0.18,0.17,0.64,2.5,8.1,0.57,2.5,0.18,8.1
"statistical","S-WOO-02c-O",NA,"pragmatically unmarked constituent order verb-medial for transitive clauses XOR pragmatically unmarked constituent order verb-final for transitive clauses","Single word order in transitive clauses may be expected",NA,"this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","yes","yes","yes","no","no","NA","GB132, GB133","NA","NA","NA","GB132","GB133","XOR","1","0","1","0",2325,2336,2306,0.991827956989247,0.987157534246575,500,500,0.35,0.06,0.41,0.19,0.04,0.22,0.34,0.65,0.1,7.2,0.41,0.1,0.22,7.2
"statistical","S-WOO-03-C",NA,"IF adjective-noun (corresponding states in interaction with word order of noun and demonstrative), THEN numeral-noun",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB995S, GB024ri","NA","NA","NA","GB995S","GB024ri","THEN","adj-noun and dem-noun, adj-noun and noun-dem","noun-adj and dem-noun, noun-adj and noun-dem","1","2",1495,1968,1335,0.892976588628763,0.678353658536585,500,500,0.29,0.07,0.36,NA,NA,NA,0.51,NA,3.9,NA,0.36,3.9,0.36,3.9
"statistical","S-WOO-03-O",NA,"IF adjective-noun, THEN numeral-noun","cf Greenberg 1963, U18","greenberg1963some","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","yes","yes","yes","yes","yes","yes","NA","GB193ri, GB024ri","NA","NA","NA","GB193ri","GB024ri","THEN","1","2","1","2",1751,1968,1522,0.869217589948601,0.773373983739837,500,500,0.15,0.06,0.2,NA,NA,NA,0.51,NA,6.5,NA,0.2,6.5,0.2,6.5
"statistical","S-WOO-04",NA,"IF adjective-noun, THEN demonstrative-noun","cf Greenberg 1963, U18","greenberg1963some","yes, modification","yes","yes","yes","yes","yes","yes","merging, four-state combination","GB193, GB025","GB995S","yes","GB193ri, GB025ri","GB193ri","GB025ri","THEN","1","2","1","2",1751,1987,1495,0.853797829811536,0.752390538500252,500,500,0.08,0.05,0.13,NA,NA,NA,0.37,NA,5.7,NA,0.13,5.7,0.13,5.7
"statistical","S-WOO-05-C",NA,"IF relative clause precedes noun, THEN adjective-noun (corresponding states in interaction with word order of noun and demonstrative)",NA,NA,"yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated full removal","GB328, GB995S","NA","NA","GB328","GB328","GB995S","THEN","1","0","adj-noun and dem-noun, adj-noun and noun-dem","noun-adj and dem-noun, noun-adj and noun-dem",1594,1495,1121,0.749832775919732,0.703262233375157,500,500,0.13,0.07,0.2,NA,NA,NA,0.38,NA,3.7,NA,0.2,3.7,0.2,3.7
"statistical","S-WOO-05-O",NA,"IF relative clause precedes noun, THEN adjective-noun","cf Greenberg 1963, U24","greenberg1963some","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB328, GB193ri","NA","NA","NA","GB328","GB193ri","THEN","1","0","1","2",1594,1751,1270,0.796737766624843,0.725299828669332,500,500,0.37,0.1,0.47,NA,NA,NA,0.62,NA,2.9,NA,0.47,2.9,0.47,2.9
"statistical","S-WOO-06a",NA,"transitive clause verb-initial AND intransitive VS",NA,"wals82","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB130ri","NA","NA","NA","GB131","GB130ri","AND","1","0","2","1",2348,2173,2141,0.985273815002301,0.911839863713799,500,500,0.32,0.09,0.41,0.18,0.09,0.27,0.87,0.8,6.7,7.3,0.41,6.7,0.27,7.3
"statistical","S-WOO-06b",NA,"transitive clause verb-medial XOR intransitive VS",NA,"wals82","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB132, GB130ri","NA","NA","NA","GB132","GB130ri","XOR","1","0","2","1",2325,2173,2128,0.979291302346986,0.915268817204301,500,500,0.08,0.04,0.12,0.17,0.09,0.26,0.87,0.65,13.8,4.6,0.26,4.6,0.12,13.8
"statistical","S-WOO-06c-C",NA,"transitive clause verb-final (conditioned on postpositions) XOR intransitive VS",NA,NA,"yes, but only for one of the XOR dimensions, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","no","tendency logged in known.remaining.dependencies","GB133C, GB130ri","NA","NA","NA","GB133C","GB130ri","XOR","1","0","2","1",1020,2173,948,0.929411764705882,0.436263230556834,915,85,0.02,0.01,0.03,0.15,0.13,0.29,0.87,0.18,27,0.2,0.29,0.2,0.03,27
"statistical","S-WOO-06c-O",NA,"transitive clause verb-final XOR intransitive VS",NA,"wals82","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","yes","yes","yes","yes","yes","yes","NA","GB133, GB130ri","NA","NA","NA","GB133","GB130ri","XOR","1","0","2","1",2336,2173,2130,0.980211688909342,0.911815068493151,500,500,0.02,0.01,0.03,0.1,0.06,0.16,0.87,0.34,26.5,3.1,0.16,3.1,0.03,26.5
"statistical","S-WOO-07",NA,"IF relative clause precedes noun, THEN postpositions","cf Greenberg 1963","greenberg1963some","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated full removal","GB328, GB075c","NA","NA","GB328","GB328","GB075c","THEN","1","0","1","0",1594,1956,1327,0.832496863237139,0.678425357873211,500,500,0.12,0.06,0.18,NA,NA,NA,0.22,NA,1.7,NA,0.18,1.7,0.18,1.7
"statistical","S-WOO-08-C",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN noun-adjective (corresponding states in interaction with word order of noun and demonstrative)",NA,NA,"no","no","no","yes","yes","no","no","NA","GB131, GB995S","NA","NA","NA","GB131","GB995S","THEN","1","0","noun-adj and dem-noun, noun-adj and noun-dem","adj-noun and dem-noun, adj-noun and noun-dem",2348,1495,1446,0.967224080267559,0.615843270868825,530,470,0.61,0.12,0.73,NA,NA,NA,0.62,NA,0.1,NA,0.73,0.1,0.73,0.1
"statistical","S-WOO-08-O",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN noun-adjective","cf Greenberg 1963, U17","greenberg1963some","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","no","no","NA","GB131, GB193ri","NA","NA","NA","GB131","GB193ri","THEN","1","0","2","1",2348,1751,1689,0.964591661907481,0.719335604770017,500,500,0.42,0.12,0.54,NA,NA,NA,0.38,NA,0.4,NA,0.54,0.4,0.54,0.4
"statistical","S-WOO-09",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses THEN prepositions","cf Greenberg 1963, U3","greenberg1963some","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB074c","NA","NA","NA","GB131","GB074c","THEN","1","0","1","0",2348,2010,1939,0.964676616915423,0.825809199318569,500,500,0.29,0.1,0.39,NA,NA,NA,0.62,NA,3.5,NA,0.39,3.5,0.39,3.5
"statistical","S-WOO-10",NA,"IF pragmatically unmarked constituent order verb-final for transitive clauses THEN postpositions","cf Greenberg 1963, U4","greenberg1963some","yes, modification","yes","yes","yes","yes","yes","yes","statistically motivated conditioning (conservative)","GB133, GB075c","GB133C","yes","GB133","GB133","GB075c","THEN","1","0","1","0",2336,1956,1883,0.962678936605317,0.806078767123288,500,500,0.05,0.02,0.07,NA,NA,NA,0.22,NA,5.6,NA,0.07,5.6,0.07,5.6
"statistical","S-WOO-11-C",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN pragmatically unmarked constituent order NOT verb-final for transitive clauses (conditioned on postpositions)",NA,NA,"yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB133C","NA","NA","NA","GB131","GB133C","THEN","1","0","0","1",2348,1020,1015,0.995098039215686,0.432282793867121,872,128,0.47,0.14,0.61,NA,NA,NA,0.83,NA,2.7,NA,0.61,2.7,0.61,2.7
"statistical","S-WOO-11-O",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses, THEN pragmatically unmarked constituent order NOT verb-final for transitive clauses","cf Greenberg 1963, U6","greenberg1963some","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also.","no","yes","yes","yes","no","yes","NA","GB131, GB133","NA","NA","NA","GB131","GB133","THEN","1","0","0","1",2348,2336,2324,0.99486301369863,0.989778534923339,500,500,0.33,0.08,0.41,NA,NA,NA,0.66,NA,4.8,NA,0.41,4.8,0.41,4.8
"statistical","S-WOO-12",NA,"IF polar interrogative initial, THEN prepositions","cf Greenberg 1963, U9","greenberg1963some","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB262c, GB074c","NA","NA","NA","GB262c","GB074c","THEN","1","0","1","0",998,2010,864,0.865731462925852,0.429850746268657,500,500,0.42,0.13,0.55,NA,NA,NA,0.62,NA,1.7,NA,0.55,1.7,0.55,1.7
"statistical","S-WOO-13",NA,"IF polar interrogative final, THEN postpositions","cf Greenberg 1963, U9","greenberg1963some","no","no","no","yes","yes","no","no","NA","GB263c, GB075c","NA","NA","NA","GB263c","GB075c","THEN","1","0","1","0",1010,1956,857,0.848514851485148,0.438139059304703,500,500,0.21,0.07,0.28,NA,NA,NA,0.22,NA,0.3,NA,0.28,0.3,0.28,0.3
"statistical","S-WOO-14",NA,"IF pragmatically unmarked constituent order verb-initial for transitive clauses THEN standard negation clause-initial","According to WALS 143, non-bound negation tends to be overwhelmingly preverbal","wals143","yes, tendency logged in known.remaining.dependencies","no","yes","yes","yes","no","yes","tendency logged in known.remaining.dependencies","GB131, GB138","NA","NA","NA","GB131","GB138","THEN","1","0","1","0",2348,2211,2138,0.966983265490728,0.910562180579216,500,500,0.17,0.07,0.25,NA,NA,NA,0.55,NA,5.3,NA,0.25,5.3,0.25,5.3
"statistical","S-WOO-AGR-1",NA,"IF noun-adjective, THEN agreement of adjective with noun","cf Greenberg 1963, U40","greenberg1963some","no","no","no","yes","yes","no","no","NA","GB193ri, GB567drm","NA","NA","NA","GB193ri","GB567drm","THEN","2","1","1","0",1751,1941,1538,0.87835522558538,0.792375064399794,500,500,0.51,0.06,0.58,NA,NA,NA,0.54,NA,0.6,NA,0.58,0.6,0.58,0.6
"statistical","S-WOO-SAP-1-C",NA,"IF pragmatically unmarked constituent order verb-final for transitive clauses (conditioned on postpositions), THEN SAP-case",NA,NA,"no","no","no","yes","yes","no","no","NA","GB133C, GB888drmcC","NA","NA","NA","GB133C","GB888drmcC","THEN","1","0","1","0",1020,1221,654,0.641176470588235,0.535626535626536,500,500,0.21,0.05,0.26,NA,NA,NA,0.23,NA,0.7,NA,0.26,0.7,0.26,0.7
"statistical","S-WOO-SAP-1-O",NA,"IF pragmatically unmarked constituent order verb-final for transitive clauses, THEN SAP-case","cf Greenberg 1963, U41","greenberg1963some","this test involves a variable that is modified due to statistical conditioning; the corresponding test with the conditioned variable is performed also","no","no","yes","yes","no","no","NA","GB133, GB888drmc","NA","NA","NA","GB133","GB888drmc","THEN","1","0","1","0",2336,1480,1419,0.958783783783784,0.607448630136986,500,500,0.18,0.04,0.22,NA,NA,NA,0.21,NA,1.2,NA,0.22,1.2,0.22,1.2
"logical","L-ADP-1","create meta-variable to keep track of an obvious overarching phenomenon (adpositions) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB074, GB075","GB563m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
