"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0860","TLI0891","TLI0892","TLI0893","TLI0958","TLI0959","TLI1044","TLI1083","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112"
"2591","nucl1347","True","False","False","?","?","?","False","?","?","?","False","False","False","?","?","True","False","?","TRUE","?","first, two-th, three-th","?","FALSE","FALSE","?","?","?"
"2597","nucl1440","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","TRUE","?","first, two-th, three-th","?","?","?","?","?","?"
"2599","nucl1454","True","True","?","?","False","False","?","True","True","True","True","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2604","nucl1595","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?"
"2611","nucl1649","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","TRUE","?","?","FALSE","FALSE","FALSE","?","Neither"
"2612","nucl1683","True","False","?","?","?","False","?","False","False","False","False","True","?","?","?","True","True","False","?","?","?","?","?","?","?","FALSE","Neither"
"2613","nucl1695","True","False","?","?","?","True","?","True","False","False","False","False","?","?","?","True","False","?","?","?","?","?","?","?","?","?","Neither"
"2614","nucl1696","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","True","True","False","?","?","?","?","?","?","?","FALSE","Neither"
"2620","nuka1242","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","False",NA,NA,"?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2625","numa1251","?","?","?","False","True","False","False","?","False","?","False","True","?","False","?","True","True","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"2632","nunu1247","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","True","True","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"2633","nupo1240","?","False","False","?","False","False","False","True","False","True","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2635","nuuc1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2641","nyam1271","?","?","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"2642","nyam1276","?","?","False","False","False","?","?","True","False","False","False","?","?","False","?","?","?","False","TRUE","?","first, two-th, three-th","?","TRUE","FALSE","?","?","Neither"
"2645","nyan1301","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","?","FALSE","?"
"2662","nyun1247","?","True","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","FALSE","?","FALSE","?"
"2664","nzan1240","True","False","?","?","?","False","?","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?","Neither"
"2667","ocai1244","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","Neither"
"2685","oldh1241","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","True","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2693","olut1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"2697","onaa1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2698","onei1249","False","True","?","?","False","False","?","?","False","?","False","?","False","?","decimal",NA,"?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither"
"2699","onob1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2700","onon1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"2705","orej1242","?","False","False","?","False","False","False","False","True","False","?","?","?","?","?","False",NA,"?","?","?","?","?","TRUE","FALSE","?","?","Neither"
"2717","oroq1238","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2719","orow1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","?","?","?"
"2720","orya1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?","?"
"2722","osse1243","False","True","False","False","False","False","False","False","False","False","False","?","False","False","?","True","True","False","TRUE","TRUE","first, two-th, three-th","?","FALSE","FALSE","TRUE","FALSE","Neither"
"2728","owin1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?","?"
"2731","oyst1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"2741","pahn1237","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"2750","pall1244","?","True","True","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2753","pamo1253","False","True","True","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2757","pana1310","?","?","?","False","True","False","False","?","False","?","False","False","?","True","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"2758","pand1262","?","?","?","?","False","?","False","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","FALSE","?","?","FALSE","TreeInBark"
"2762","pani1258","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2763","pano1254","True","False","?","?","False","?","?","False","False","False","?","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","TRUE","TRUE","TreeInBark"
"2765","pany1241","?","False","False","?","?","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","?","?","FALSE","?"
"2767","papa1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2775","para1311","True","False","?","?","True","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","TRUE","FALSE","Neither"
"2780","pare1271","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"2789","pawa1255","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","?","?","?","?","?","?"
"2790","payn1244","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","True","?","?","?","?","?","?","?","?","FALSE","?"
"2791","pech1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","TRUE","FALSE","?"
"2796","pena1270","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"2799","perg1234","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"2801","pero1241","False","False","?","?","?","False","?","False","False","False","False","True","?","?","?","False","False",NA,"TRUE","?","one-th, two-th, three-th","?","TRUE","FALSE","?","FALSE","Neither"
"2803","peve1243","False","False","?","?","?","False","?","True","True","False","False","True","?","?","?","True","False","False","?","?","?","?","?","?","FALSE","FALSE","Neither"
"2806","phol1237","True","False","False","False","?","?","False","False","?","False","False","?","False","False","?","False","False","?","?","?","?","?","TRUE","?","FALSE","FALSE","Neither"
"2807","phom1236","False","False","?","True","?","?","True","?","False","?","?","?","?","False","?","True","False","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2809","phuz1235","True","False","False","False","?","?","True","True","?","False","False","?","False","False","?","False","True","?","?","?","?","?","TRUE","?","FALSE","FALSE","TreeInBark"
"2811","piap1246","?","False","False","?","True","False","False","False","False","False","?","?","?","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"2818","pina1252","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","?","?","?","?","?"
"2822","pint1250","?","False","?","?","False","False","False","?","False","?","?","?","?","?","?","False","True",NA,"?","?","?","?","FALSE","TRUE","?","FALSE","?"
"2826","pira1254","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","TRUE","FALSE","?","FALSE","Neither"
"2832","pitt1247","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","?","?","FALSE","?"
"2835","plat1254","True","False","False","True","False","False","False","False","False","False","False","?","False","False","decimal","False","False","?","TRUE","TRUE","first, two-th, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"2837","play1240","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2844","polc1243","?","False","?","?","?","?","?","False","False","False","False","True","?","?","?","True","False","?","?","?","?","?","?","?","?","?","Neither"
"2849","port1283","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","True","TRUE","?","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2858","psik1239","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","False","True","?","?","?","?","?","?","?","TRUE","FALSE","Neither"
"2860","puel1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"2861","puin1248","?","False","?","?","False","False","?","False","False","True","?","?","False","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"2863","pula1262","True","False","False","?","?","?","False","?","?","?","False","True","False","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2867","pume1238","True","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","TRUE","Neither"
"2872","pure1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"2876","puta1243","False","False","?","?","?","False","?","False","False","False","False","True","?","?","?","False","False","?","?","?","?","?","?","?","FALSE","FALSE","Neither"
"2884","pyuu1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","?","?","?","?","?"
"2886","qaqe1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","?","?","?"
"2888","qawa1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","FALSE","FALSE","?","?","?"
"2890","qili1234","?","?","?","?","False","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"2895","quil1240","False","False","?","?","False","False","?","True","False","False","False","?","False","?","decimal","?",NA,"False","?","?","?","?","TRUE","TRUE","TRUE","FALSE","Neither"
"2899","rahu1234","?","True","False","?","True","?","?","?","False","?","False","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin"
"2904","rama1270","?","?","?","?","?","?","?","?","?","?","?","?","?","?","restricted","False","False","False","?","?","?","?","TRUE","FALSE","?","?","?"
"2910","rapt1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2921","remp1241","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2932","rita1239","?","False","?","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"2934","roma1327","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","?","?","True","TRUE","TRUE","first, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"2937","rong1266","?","True","False","?","False","False","?","False","False","False","?","?","False","?","?","?","False","?","?","?","?","?","?","FALSE","?","FALSE","?"
"2943","roto1249","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?",NA,"False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"2948","rumu1243","False","False","?","?","False","False","?","False","False","False","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","Neither"
"2951","rupa1234","?","True","False","?","True","?","?","?","False","?","False","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin"
"2967","safe1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?"
"2969","sahu1245","False","False","?","?","True","False","?","False","False","False","False","?","False","?","decimal","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","BarkAndSkin"
"2975","sali1253","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"2977","sali1298","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"2983","samo1303","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","?","?","?"
"2985","samo1306","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"2987","sana1298","False","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","Neither"
"2990","sand1270","?","?","?","?","?","?","False","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","FALSE","?","?","FALSE","TreeInBark"
"2994","sang1321","True","False","False","False","?","False","True","False","False","False","?","?","False","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"2998","sani1265","True","False","False","False","True","?","?","False","False","False","False","?","?","True","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"2999","sani1269","False","False","False","False","True","?","?","False","False","False","False","?","?","True","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3004","sanm1287","?","True","?","?","False","False","?","True","True","False","False","?","?","?","vigesimal","?","?","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","TreeInBark"
"3018","sara1340","False","False","False","False","True","False","True","False","False","False","False","?","False","True","?","False","True","?","?","?","?","?","TRUE","FALSE","TRUE","FALSE","BarkAndSkin"
"3020","saru1243","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3031","sawi1256","?","True","?","?","True","False","?","False","False","False","True","?","?","?","?","False","False","?","?","?","?","?","?","?","TRUE","FALSE","Neither"
"3033","saya1246","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","True","False","True","?","?","?","?","?","?","?","FALSE","Neither"
"3034","sayu1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"3038","seco1241","?","False","False","?","False","False","False","False","False","True","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3049","selk1253","True","False","False","True","False","False","True","False","False","False","False","?","False","False","?","False","False","?","?","TRUE","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3056","sene1264","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?",NA,"?","FALSE","TRUE","?","?","?"
"3063","seri1257","True","False","?","?","False","False","?","False","False","False","False","?","True","?","?","?","?","False","?","?","?","?","TRUE","TRUE","TRUE","FALSE","TreeInBark"
"3065","sese1246","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","True","True","?","TRUE","?","first, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3072","shan1274","True","False","False","False","False","False","False","False","?","?","False","False","?","False","?","False","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"3079","shas1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"3082","shee1238","?","?","?","True","True","False","False","?","False","?","False","True","?","True","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3085","shek1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3092","sher1261","?","True","False","?","True","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin"
"3094","shil1265","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3103","shua1257","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?"
"3111","sich1238","?","?","False","?","False","False","False","?","False","?","False","?","?","?","?","?","?","False","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3115","siha1245","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","True","False","?","?","?","?","?","?","?","?","FALSE","?"
"3123","sile1255","False","False","True","False","?","False","?","?","?","?","?","?","?","False","?","False","True","?","?","?","?","?","?","?","?","FALSE","?"
"3133","sino1246","True","False","False","False","False","False","True","False","True","False","?","?","False","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3135","sion1247","?","True","False","?","False","False","False","False","False","False","?","?","?","?","?","True","?","?","?","?","?","?","TRUE","FALSE","?","?","Neither"
"3139","siri1274","?","True","False","?","False","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3142","situ1238","True","False","False","False","False","False","True","?","False","?","False","False","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","?"
"3147","skol1241","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3148","slov1268","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","True","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3149","slov1269","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","True","True","TRUE","?","first, second, three-th","affective meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"3159","sooo1256","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","False","TRUE","?","first, second, three-th","?","?","?","?","?","?"
"3167","sout2674","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3171","sout2722","True","True","False","False","?","?","False","False","?","False","False","?","False","False","?","False","False","?","?","?","?","?","TRUE","?","FALSE","FALSE","TreeInBark"
"3176","sout2732","True","True","False","False","False","?","True","False","False","?","?","?","False","False","?","False","False","?","?","?","?","?","TRUE","FALSE","?","FALSE","?"
"3180","sout2754","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","True","True","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"3183","sout2774","True","False","?","?","False","False","?","True","False","False","False","?","False","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?"
"3203","sout2941","?","False","?","False","?","False","False","False","?","False","?","?","False","True","?","?","False","?","?","?","?","?","TRUE","FALSE","?","?","?"
"3205","sout2949","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?","?"
"3212","sout2985","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","first, second, three-th","?","FALSE","FALSE","?","?","?"
"3213","sout2986","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3220","sout3210","False","False","False","False","True","False","False","False","False","False","False","?","False","False","?","False","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3224","squa1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","first, second, three-th","?","TRUE","FALSE","?","?","?"
"3226","stan1288","True","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","?","?","False","TRUE","FALSE","first, second, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"3227","stan1289","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","?","TRUE","?","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3228","stan1290","False","False","False","?","?","?","False","False","?","False","?","?","False","?","decimal","?","?","True","TRUE","FALSE","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3229","stan1293","False","False","False","?","?","?","False","False","?","False","?","?","False","?","decimal","?","?","False","TRUE","FALSE","first, second, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"3230","stan1295","False","False","False","?","?","?","False","False","?","False","?","?","False","?","decimal","?","?","True","TRUE","?","first, two-th, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"3232","stan1318","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3255","sumi1235","False","False","False","False","True","False","False","False","False","False","?","?","False","False","?","False","False","False","?","?","?","?","TRUE","FALSE","?","FALSE","TreeInBark"
"3256","sumt1234","?","True","False","?","False","False","?","?","False","?","False","?","?","?","?","True","False","?","?","?","?","?","?","?","?","FALSE","TreeInBark"
"3260","suri1267","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","FALSE","FALSE","?","?","?"
"3264","susu1250","True","False","False","?","?","?","False","?","?","?","False","True","False","?","?","True","False","?","TRUE","?","first, two-th, three-th","?","TRUE","FALSE","?","?","?"
"3268","svan1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3269","swah1253","True","True","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","TRUE","first, second, three-th","affective meanings","TRUE","FALSE","?","FALSE","Neither"
"3272","swed1254","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","True","TRUE","?","first, second, three-th","affective meanings","?","FALSE","FALSE","FALSE","Neither"
"3274","sydn1236","?","False","False","?","False","False","False","?","?","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3279","tabl1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?"
"3280","tabr1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3296","taki1248","True","False","False","False","True","False","True","False","False","False","False","?","False","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3302","talu1238","True","True","False","False","True","?","?","?","False","?","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3308","tami1289","False","False","False","True","False","False","True","False","False","False","False","?","False","False","?","?","?","?","TRUE","TRUE","first, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3320","tang1372","True","False","False","False","True","?","?","False","False","False","False","?","?","False","?","True","True","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3325","tari1256","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","FALSE","?","?","?"
"3326","tari1263","True","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","?"
"3328","taro1264","True","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"3334","tatu1247","?","False","False","?","True","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"3335","taua1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3336","taul1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3346","tebu1239","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","?","Neither"
"3352","tehu1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","FALSE","FALSE","?","?","?"
"3353","teiw1235","?","False","?","False","True","False","?","False","False","False","False","?","?","False","?","?","?","?","?","?","?","?","?","?","?","FALSE","TreeInBark"
"3361","telu1262","True","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","?","?","?","?","?","?","logical meanings","TRUE","FALSE","FALSE","FALSE","TreeInBark"
"3375","tera1251","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","False","True","False","?","?","?","affective meanings","?","?","?","?","Neither"
"3376","tere1278","True","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"3378","teri1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?"
"3386","tewa1260","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3392","than1255","?","False","False","?","False","False","False","False","False","False","?","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3404","ticu1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?"
"3405","tido1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","?","?","?","?","?","?","?","?","?","?"
"3417","tima1241","True","False","?","?","False","?","?","True","?","False","False","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3428","tira1258","?","True","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3437","toar1246","False","False","?","?","False","False","?","True","False","False","False","?","False","?","?","?","?","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","TreeInBark"
"3439","toba1269","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3446","togo1254","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","False","False","?","?","?","?","?","?","?","?","FALSE","Neither"
"3447","toho1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","affective meanings","TRUE","FALSE","TRUE","FALSE","?"
"3452","toll1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?"
"3455","tomm1242","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","TRUE","?","first, two-th, three-th","?","?","FALSE","?","FALSE","Neither"
"3466","toro1253","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3471","toto1305","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"3472","toto1306","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","False","True","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3473","touo1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3478","trum1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","FALSE","?",NA,"?","?","?","?","?","?"
